	Target	Regulator
6026	RRP8	P51532_S1382_1_1_NO_Single
6027	DECR1	P51532_S1382_1_1_NO_Single
6028	KANK1	P51532_S1382_1_1_NO_Single
6029	MZF1	P51532_S1382_1_1_NO_Single
6030	JAG2	Q13263_S473_1_1_YES_Single
6031	LAMA2	P51532_S1382_1_1_NO_Single
6032	ANKRD13C	P51532_S1382_1_1_NO_Single
6033	NBEAL1	P51532_S1382_1_1_NO_Single
6034	TLL1	P51532_S1382_1_1_NO_Single
6035	MAF	Q13263_S473_1_1_YES_Single
6036	ZNF345	Q13263_S473_1_1_YES_Single
6037	CSRNP1	P51532_S1382_1_1_NO_Single
6038	KL	P51532_S1382_1_1_NO_Single
6039	OSBPL6	P51532_S1382_1_1_NO_Single
6040	TAL1	P51532_S1382_1_1_NO_Single
6041	KIRREL3	P51532_S1382_1_1_NO_Single
6042	POGK	P51532_S1382_1_1_NO_Single
6043	TIMMDC1	Q13263_S473_1_1_YES_Single
6044	P2RY1	P51532_S1382_1_1_NO_Single
6045	THUMPD3	P51532_S1382_1_1_NO_Single
6046	C15orf40	Q13263_S473_1_1_YES_Single
6047	ELAVL1	P51532_S1382_1_1_NO_Single
6048	PAFAH1B3	P51532_S1382_1_1_NO_Single
6049	MAP3K7CL	P51532_S1382_1_1_NO_Single
6050	PGK1	P51532_S1382_1_1_NO_Single
6051	NCL	P51532_S1382_1_1_NO_Single
6052	MRRF	P51532_S1382_1_1_NO_Single
6053	VPS26A	P51532_S1382_1_1_NO_Single
6054	CIT	P51532_S1382_1_1_NO_Single
6055	BBS2	P51532_S1382_1_1_NO_Single
6056	DCTD	P51532_S1382_1_1_NO_Single
6057	TBXAS1	P51532_S1382_1_1_NO_Single
6058	VWA7	P51532_S1382_1_1_NO_Single
6059	MLF1	P51532_S1382_1_1_NO_Single
6060	KIF2A	P51532_S1382_1_1_NO_Single
6061	PSMD8	P51532_S1382_1_1_NO_Single
6062	NDUFS4	P51532_S1382_1_1_NO_Single
6063	PCNX1	P51532_S1382_1_1_NO_Single
6064	SUPT16H	P51532_S1382_1_1_NO_Single
6065	ZNF776	P51532_S1382_1_1_NO_Single
6066	MICU2	P51532_S1382_1_1_NO_Single
6067	GYPE	P51532_S1382_1_1_NO_Single
6068	HIGD1A	Q13263_S473_1_1_YES_Single
6069	BZW2	P51532_S1382_1_1_NO_Single
6070	LRRC20	P51532_S1382_1_1_NO_Single
6071	GLRX5	Q13263_S473_1_1_YES_Single
6072	NDE1	P51532_S1382_1_1_NO_Single
6073	CRYL1	P51532_S1382_1_1_NO_Single
6074	PDE10A	P51532_S1382_1_1_NO_Single
6075	COQ10B	P51532_S1382_1_1_NO_Single
6076	DDX46	P51532_S1382_1_1_NO_Single
6077	TMEM241	P51532_S1382_1_1_NO_Single
6078	ECM2	P51532_S1382_1_1_NO_Single
6079	CRYBB1	P51532_S1382_1_1_NO_Single
6080	GPC3	P51532_S1382_1_1_NO_Single
6081	CWC15	P51532_S1382_1_1_NO_Single
6082	SNAP23	P51532_S1382_1_1_NO_Single
6083	CSTPP1	P51532_S1382_1_1_NO_Single
6084	CLOCK	P51532_S1382_1_1_NO_Single
6085	ENKD1	P51532_S1382_1_1_NO_Single
6086	CUBN	P51532_S1382_1_1_NO_Single
6087	ZNF432	P51532_S1382_1_1_NO_Single
6088	SPIDR	Q13263_S473_1_1_YES_Single
6089	FUBP3	P51532_S1382_1_1_NO_Single
6090	ETV3	Q13263_S473_1_1_YES_Single
6091	ZNF793	Q13263_S473_1_1_YES_Single
6092	CRELD2	P51532_S1382_1_1_NO_Single
6093	MYO7A	Q13263_S473_1_1_YES_Single
6094	GNG11	P51532_S1382_1_1_NO_Single
6095	MRPL11	P51532_S1382_1_1_NO_Single
6096	SCIN	Q13263_S473_1_1_YES_Single
6097	KBTBD8	P51532_S1382_1_1_NO_Single
6098	NACC1	P51532_S1382_1_1_NO_Single
6099	CBX7	P51532_S1382_1_1_NO_Single
6100	MIER1	P51532_S1382_1_1_NO_Single
6101	CRYBG2	P51532_S1382_1_1_NO_Single
6102	EXOG	Q13263_S473_1_1_YES_Single
6103	ZNF714	P51532_S1382_1_1_NO_Single
6104	B3GLCT	P51532_S1382_1_1_NO_Single
6105	DCAKD	P51532_S1382_1_1_NO_Single
6106	CDV3	P51532_S1382_1_1_NO_Single
6107	PAICS	P51532_S1382_1_1_NO_Single
6108	POP4	P51532_S1382_1_1_NO_Single
6109	TGOLN2	P51532_S1382_1_1_NO_Single
6110	PRR15	P51532_S1382_1_1_NO_Single
6111	RGP1	P51532_S1382_1_1_NO_Single
6112	DUSP3	P51532_S1382_1_1_NO_Single
6113	PPHLN1	P51532_S1382_1_1_NO_Single
6114	SLC9A7	Q13263_S473_1_1_YES_Single
6115	HOXA9	P51532_S1382_1_1_NO_Single
6116	ZNF141	P51532_S1382_1_1_NO_Single
6117	RIPOR1	P51532_S1382_1_1_NO_Single
6118	SIPA1L3	P51532_S1382_1_1_NO_Single
6119	LAMB2	P51532_S1382_1_1_NO_Single
6120	WASHC5	P51532_S1382_1_1_NO_Single
6121	BOC	Q13263_S473_1_1_YES_Single
6122	KATNAL1	Q13263_S473_1_1_YES_Single
6123	NHLRC3	P51532_S1382_1_1_NO_Single
6124	CXorf38	P51532_S1382_1_1_NO_Single
6125	WBP4	Q13263_S473_1_1_YES_Single
6126	ITGA4	P51532_S1382_1_1_NO_Single
6127	DBF4	P51532_S1382_1_1_NO_Single
6128	MMS22L	P51532_S1382_1_1_NO_Single
6129	PRKAG2	P51532_S1382_1_1_NO_Single
6130	DCAF11	P51532_S1382_1_1_NO_Single
6131	BORA	P51532_S1382_1_1_NO_Single
6132	GSE1	P51532_S1382_1_1_NO_Single
6133	NOL10	P51532_S1382_1_1_NO_Single
6134	BEX3	Q13263_S473_1_1_YES_Single
6135	FOSL2	P51532_S1382_1_1_NO_Single
6136	GALNT16	Q13263_S473_1_1_YES_Single
6137	MMRN2	Q13263_S473_1_1_YES_Single
6138	CFAP77	Q13263_S473_1_1_YES_Single
6139	SPINT2	P51532_S1382_1_1_NO_Single
6140	TMEM132A	Q13263_S473_1_1_YES_Single
6141	MTCH2	P51532_S1382_1_1_NO_Single
6142	ACP4	P51532_S1382_1_1_NO_Single
6143	SLCO2A1	P51532_S1382_1_1_NO_Single
6144	NME1	P51532_S1382_1_1_NO_Single
6145	ANKFY1	P51532_S1382_1_1_NO_Single
6146	DDIT4	P51532_S1382_1_1_NO_Single
6147	MSANTD4	P51532_S1382_1_1_NO_Single
6148	MRPS28	P51532_S1382_1_1_NO_Single
6149	NUDCD3	P51532_S1382_1_1_NO_Single
6150	PLCL1	P51532_S1382_1_1_NO_Single
6151	MED23	P51532_S1382_1_1_NO_Single
6152	SCAND1	P51532_S1382_1_1_NO_Single
6153	ZNF267	P51532_S1382_1_1_NO_Single
6154	SNX24	P51532_S1382_1_1_NO_Single
6155	IGSF11	Q13263_S473_1_1_YES_Single
6156	OGFOD1	P51532_S1382_1_1_NO_Single
6157	TBC1D19	P51532_S1382_1_1_NO_Single
6158	DDX39A	P51532_S1382_1_1_NO_Single
6159	PPARA	Q13263_S473_1_1_YES_Single
6160	PWWP3A	P51532_S1382_1_1_NO_Single
6161	LZTS1	Q13263_S473_1_1_YES_Single
6162	POLR3B	P51532_S1382_1_1_NO_Single
6163	VWA1	P51532_S1382_1_1_NO_Single
6164	TPR	P51532_S1382_1_1_NO_Single
6165	PNPLA7	P51532_S1382_1_1_NO_Single
6166	PARP4	P51532_S1382_1_1_NO_Single
6167	PARP3	P51532_S1382_1_1_NO_Single
6168	COBL	Q13263_S473_1_1_YES_Single
6169	PGBD1	P51532_S1382_1_1_NO_Single
6170	OSER1	P51532_S1382_1_1_NO_Single
6171	GUF1	P51532_S1382_1_1_NO_Single
6172	EFNA5	P51532_S1382_1_1_NO_Single
6173	BTBD18	P51532_S1382_1_1_NO_Single
6174	CEP162	P51532_S1382_1_1_NO_Single
6175	MAFG	P51532_S1382_1_1_NO_Single
6176	TAFA5	P51532_S1382_1_1_NO_Single
6177	B4GALNT3	P51532_S1382_1_1_NO_Single
6178	TXLNG	Q13263_S473_1_1_YES_Single
6179	ABR	P51532_S1382_1_1_NO_Single
6180	MTPN	Q13263_S473_1_1_YES_Single
6181	ARID3A	P51532_S1382_1_1_NO_Single
6182	PREP	Q13263_S473_1_1_YES_Single
6183	BAG3	P51532_S1382_1_1_NO_Single
6184	ADPGK	P51532_S1382_1_1_NO_Single
6185	LETM1	P51532_S1382_1_1_NO_Single
6186	NECAB3	P51532_S1382_1_1_NO_Single
6187	FST	P51532_S1382_1_1_NO_Single
6188	PPIL1	P51532_S1382_1_1_NO_Single
6189	AHDC1	P51532_S1382_1_1_NO_Single
6190	ZNF37A	Q13263_S473_1_1_YES_Single
6191	METAP1	P51532_S1382_1_1_NO_Single
6192	SRBD1	P51532_S1382_1_1_NO_Single
6193	FNBP1L	Q13263_S473_1_1_YES_Single
6194	ZNF596	Q13263_S473_1_1_YES_Single
6195	ELF1	P51532_S1382_1_1_NO_Single
6196	MRPL47	P51532_S1382_1_1_NO_Single
6197	SPOCK2	Q13263_S473_1_1_YES_Single
6198	RNF141	P51532_S1382_1_1_NO_Single
6199	CLIP1	P51532_S1382_1_1_NO_Single
6200	PIP5K1A	P51532_S1382_1_1_NO_Single
6201	ZNF621	Q13263_S473_1_1_YES_Single
6202	BCL2L12	P51532_S1382_1_1_NO_Single
6203	RAB3D	P51532_S1382_1_1_NO_Single
6204	ZNF816	Q13263_S473_1_1_YES_Single
6205	SCO1	P51532_S1382_1_1_NO_Single
6206	CCDC88C	Q13263_S473_1_1_YES_Single
6207	ZNF45	Q13263_S473_1_1_YES_Single
6208	ATP11A	P51532_S1382_1_1_NO_Single
6209	SLC8A1	P51532_S1382_1_1_NO_Single
6210	LRMDA	Q13263_S473_1_1_YES_Single
6211	MYLIP	P51532_S1382_1_1_NO_Single
6212	ZNF79	P51532_S1382_1_1_NO_Single
6213	KDM4D	P51532_S1382_1_1_NO_Single
6214	NUFIP1	P51532_S1382_1_1_NO_Single
6215	SPINT1	P51532_S1382_1_1_NO_Single
6216	TNFRSF10C	P51532_S1382_1_1_NO_Single
6217	ZNF763	Q13263_S473_1_1_YES_Single
6218	CCDC12	P51532_S1382_1_1_NO_Single
6219	EGLN3	P51532_S1382_1_1_NO_Single
6220	IQCG	P51532_S1382_1_1_NO_Single
6221	LIG3	P51532_S1382_1_1_NO_Single
6222	LAMA5	Q13263_S473_1_1_YES_Single
6223	ZNF484	Q13263_S473_1_1_YES_Single
6224	HIBCH	Q13263_S473_1_1_YES_Single
6225	LILRB1	P51532_S1382_1_1_NO_Single
6226	AGK	P51532_S1382_1_1_NO_Single
6227	SKAP2	Q13263_S473_1_1_YES_Single
6228	TMEM200A	P51532_S1382_1_1_NO_Single
6229	ZNF583	Q13263_S473_1_1_YES_Single
6230	MPRIP	P51532_S1382_1_1_NO_Single
6231	NR5A2	P51532_S1382_1_1_NO_Single
6232	TATDN3	P51532_S1382_1_1_NO_Single
6233	VAMP3	P51532_S1382_1_1_NO_Single
6234	SAMD8	P51532_S1382_1_1_NO_Single
6235	MESD	P51532_S1382_1_1_NO_Single
6236	ANKRD10	Q13263_S473_1_1_YES_Single
6237	GET1	P51532_S1382_1_1_NO_Single
6238	NGDN	Q13263_S473_1_1_YES_Single
6239	GLIPR1	P51532_S1382_1_1_NO_Single
6240	HSD17B12	P51532_S1382_1_1_NO_Single
6241	KIF13A	P51532_S1382_1_1_NO_Single
6242	DEPDC4	P51532_S1382_1_1_NO_Single
6243	PEX13	P51532_S1382_1_1_NO_Single
6244	NT5DC3	P51532_S1382_1_1_NO_Single
6245	MTFMT	P51532_S1382_1_1_NO_Single
6246	CYBC1	P51532_S1382_1_1_NO_Single
6247	CMC2	P51532_S1382_1_1_NO_Single
6248	TNKS2	P51532_S1382_1_1_NO_Single
6249	DEGS1	P51532_S1382_1_1_NO_Single
6250	PDK3	P51532_S1382_1_1_NO_Single
6251	HPDL	Q13263_S473_1_1_YES_Single
6252	XPO6	P51532_S1382_1_1_NO_Single
6253	PLEK2	P51532_S1382_1_1_NO_Single
6254	MTRES1	P51532_S1382_1_1_NO_Single
6255	PABIR2	P51532_S1382_1_1_NO_Single
6256	ARF1	Q13263_S473_1_1_YES_Single
6257	ACSS1	P51532_S1382_1_1_NO_Single
6258	PGBD2	P51532_S1382_1_1_NO_Single
6259	UBXN7	P51532_S1382_1_1_NO_Single
6260	NDUFAF3	P51532_S1382_1_1_NO_Single
6261	RSRP1	P51532_S1382_1_1_NO_Single
6262	ZNF680	Q13263_S473_1_1_YES_Single
6263	ISCU	P51532_S1382_1_1_NO_Single
6264	SPTBN2	P51532_S1382_1_1_NO_Single
6265	ATP1B3	P51532_S1382_1_1_NO_Single
6266	MTMR2	P51532_S1382_1_1_NO_Single
6267	BRME1	P51532_S1382_1_1_NO_Single
6268	SRGAP1	P51532_S1382_1_1_NO_Single
6269	GLMN	P51532_S1382_1_1_NO_Single
6270	SLC45A3	P51532_S1382_1_1_NO_Single
6271	ZNF708	Q13263_S473_1_1_YES_Single
6272	PLPP3	P51532_S1382_1_1_NO_Single
6273	NFE2L1	P51532_S1382_1_1_NO_Single
6274	OCIAD1	P51532_S1382_1_1_NO_Single
6275	MIGA2	P51532_S1382_1_1_NO_Single
6276	HPSE	P51532_S1382_1_1_NO_Single
6277	BBS12	P51532_S1382_1_1_NO_Single
6278	SETD7	P51532_S1382_1_1_NO_Single
6279	RPAP2	P51532_S1382_1_1_NO_Single
6280	RREB1	P51532_S1382_1_1_NO_Single
6281	PPWD1	P51532_S1382_1_1_NO_Single
6282	ASTN2	P51532_S1382_1_1_NO_Single
6283	STK39	P51532_S1382_1_1_NO_Single
6284	CCDC149	P51532_S1382_1_1_NO_Single
6285	RETREG1	P51532_S1382_1_1_NO_Single
6286	PER1	P51532_S1382_1_1_NO_Single
6287	LHX6	P51532_S1382_1_1_NO_Single
6288	KCNJ2	P51532_S1382_1_1_NO_Single
6289	ZNF496	P51532_S1382_1_1_NO_Single
6290	SLC52A2	P51532_S1382_1_1_NO_Single
6291	TIGIT	P51532_S1382_1_1_NO_Single
6292	STK35	P51532_S1382_1_1_NO_Single
6293	TNFRSF1B	P51532_S1382_1_1_NO_Single
6294	SLC23A1	P51532_S1382_1_1_NO_Single
6295	C8orf82	P51532_S1382_1_1_NO_Single
6296	NUTF2	P51532_S1382_1_1_NO_Single
6297	MRPS18C	P51532_S1382_1_1_NO_Single
6298	ZNF32	Q13263_S473_1_1_YES_Single
6299	MRPS31	P51532_S1382_1_1_NO_Single
6300	DDX27	P51532_S1382_1_1_NO_Single
6301	TPM1	P51532_S1382_1_1_NO_Single
6302	TMEM44	P51532_S1382_1_1_NO_Single
6303	UNC5B	Q13263_S473_1_1_YES_Single
6304	CHMP1A	P51532_S1382_1_1_NO_Single
6305	ZNF326	P51532_S1382_1_1_NO_Single
6306	CADM3	P51532_S1382_1_1_NO_Single
6307	CTTNBP2	P51532_S1382_1_1_NO_Single
6308	TMEM91	P51532_S1382_1_1_NO_Single
6309	PPP2R2A	P51532_S1382_1_1_NO_Single
6310	TRAF7	P51532_S1382_1_1_NO_Single
6311	ARFIP1	P51532_S1382_1_1_NO_Single
6312	COX10	P51532_S1382_1_1_NO_Single
6313	CHSY3	P51532_S1382_1_1_NO_Single
6314	KPTN	P51532_S1382_1_1_NO_Single
6315	PLOD2	P51532_S1382_1_1_NO_Single
6316	SRGAP3	Q13263_S473_1_1_YES_Single
6317	STK38	P51532_S1382_1_1_NO_Single
6318	KCNN3	P51532_S1382_1_1_NO_Single
6319	FBXO46	P51532_S1382_1_1_NO_Single
6320	EXOC6B	P51532_S1382_1_1_NO_Single
6321	TBCK	P51532_S1382_1_1_NO_Single
6322	DCUN1D4	P51532_S1382_1_1_NO_Single
6323	S100A16	P51532_S1382_1_1_NO_Single
6324	SUCLA2	Q13263_S473_1_1_YES_Single
6325	CCDC80	P51532_S1382_1_1_NO_Single
6326	PODXL	P51532_S1382_1_1_NO_Single
6327	RPGRIP1L	P51532_S1382_1_1_NO_Single
6328	ATP5PO	P51532_S1382_1_1_NO_Single
6329	HTR7	Q13263_S473_1_1_YES_Single
6330	NUP54	P51532_S1382_1_1_NO_Single
6331	OFD1	P51532_S1382_1_1_NO_Single
6332	WRN	P51532_S1382_1_1_NO_Single
6333	MCMBP	P51532_S1382_1_1_NO_Single
6334	METTL5	P51532_S1382_1_1_NO_Single
6335	DDX60L	P51532_S1382_1_1_NO_Single
6336	GPR39	Q13263_S473_1_1_YES_Single
6337	KDM2B	P51532_S1382_1_1_NO_Single
6338	SMIM19	P51532_S1382_1_1_NO_Single
6339	BIN2	P51532_S1382_1_1_NO_Single
6340	SCPEP1	P51532_S1382_1_1_NO_Single
6341	CNN2	P51532_S1382_1_1_NO_Single
6342	MORF4L2	Q13263_S473_1_1_YES_Single
6343	ZNF185	P51532_S1382_1_1_NO_Single
6344	AUH	P51532_S1382_1_1_NO_Single
6345	JRK	P51532_S1382_1_1_NO_Single
6346	MVK	P51532_S1382_1_1_NO_Single
6347	RNF111	P51532_S1382_1_1_NO_Single
6348	ZNF711	P51532_S1382_1_1_NO_Single
6349	RNF144B	P51532_S1382_1_1_NO_Single
6350	PDLIM5	P51532_S1382_1_1_NO_Single
6351	SUPT5H	P51532_S1382_1_1_NO_Single
6352	ASCC2	P51532_S1382_1_1_NO_Single
6353	EMC2	P51532_S1382_1_1_NO_Single
6354	NIPAL3	P51532_S1382_1_1_NO_Single
6355	SIRT4	P51532_S1382_1_1_NO_Single
6356	IGFBP6	Q13263_S473_1_1_YES_Single
6357	FMNL3	P51532_S1382_1_1_NO_Single
6358	MBOAT2	P51532_S1382_1_1_NO_Single
6359	AK2	P51532_S1382_1_1_NO_Single
6360	ZNF490	P51532_S1382_1_1_NO_Single
6361	RHOU	P51532_S1382_1_1_NO_Single
6362	HADHB	P51532_S1382_1_1_NO_Single
6363	RAB11FIP5	P51532_S1382_1_1_NO_Single
6364	HSD17B4	P51532_S1382_1_1_NO_Single
6365	CRTC3	P51532_S1382_1_1_NO_Single
6366	CLDN15	Q13263_S473_1_1_YES_Single
6367	HMGN3	Q13263_S473_1_1_YES_Single
6368	STX17	P51532_S1382_1_1_NO_Single
6369	LRRC1	P51532_S1382_1_1_NO_Single
6370	ATP13A2	P51532_S1382_1_1_NO_Single
6371	FHAD1	Q13263_S473_1_1_YES_Single
6372	TRMO	P51532_S1382_1_1_NO_Single
6373	CFAP20DC	P51532_S1382_1_1_NO_Single
6374	TRIP11	P51532_S1382_1_1_NO_Single
6375	MYOT	P51532_S1382_1_1_NO_Single
6376	ZNF217	P51532_S1382_1_1_NO_Single
6377	MRPS18A	Q13263_S473_1_1_YES_Single
6378	SHCBP1	P51532_S1382_1_1_NO_Single
6379	AK3	P51532_S1382_1_1_NO_Single
6380	ZNF451	P51532_S1382_1_1_NO_Single
6381	TNFSF4	Q13263_S473_1_1_YES_Single
6382	S100A6	P51532_S1382_1_1_NO_Single
6383	CCR5	P51532_S1382_1_1_NO_Single
6384	CCDC18	P51532_S1382_1_1_NO_Single
6385	EPB41L4A	Q13263_S473_1_1_YES_Single
6386	INPP4B	Q13263_S473_1_1_YES_Single
6387	TAF5	P51532_S1382_1_1_NO_Single
6388	GLB1L2	Q13263_S473_1_1_YES_Single
6389	BORCS6	Q13263_S473_1_1_YES_Single
6390	ACTG1	P51532_S1382_1_1_NO_Single
6391	TFDP1	Q13263_S473_1_1_YES_Single
6392	ZC3H14	P51532_S1382_1_1_NO_Single
6393	LATS1	P51532_S1382_1_1_NO_Single
6394	GYG1	P51532_S1382_1_1_NO_Single
6395	COMMD3	P51532_S1382_1_1_NO_Single
6396	WBP1	P51532_S1382_1_1_NO_Single
6397	KIF21B	P51532_S1382_1_1_NO_Single
6398	TMEM74B	P51532_S1382_1_1_NO_Single
6399	TBC1D2	P51532_S1382_1_1_NO_Single
6400	SNCA	P51532_S1382_1_1_NO_Single
6401	BNC2	P51532_S1382_1_1_NO_Single
6402	MSLN	P51532_S1382_1_1_NO_Single
6403	ALG5	P51532_S1382_1_1_NO_Single
6404	GPAT4	P51532_S1382_1_1_NO_Single
6405	BTN3A3	P51532_S1382_1_1_NO_Single
6406	CD164	P51532_S1382_1_1_NO_Single
6407	MTMR10	P51532_S1382_1_1_NO_Single
6408	MFSD5	P51532_S1382_1_1_NO_Single
6409	THBS1	P51532_S1382_1_1_NO_Single
6410	MPHOSPH8	P51532_S1382_1_1_NO_Single
6411	CEP76	P51532_S1382_1_1_NO_Single
6412	PPP4R3A	P51532_S1382_1_1_NO_Single
6413	TPP2	Q13263_S473_1_1_YES_Single
6414	MTURN	Q13263_S473_1_1_YES_Single
6415	TOM1L1	P51532_S1382_1_1_NO_Single
6416	CES3	P51532_S1382_1_1_NO_Single
6417	AFAP1	Q13263_S473_1_1_YES_Single
6418	RPL29	P51532_S1382_1_1_NO_Single
6419	MBNL2	P51532_S1382_1_1_NO_Single
6420	STIMATE	P51532_S1382_1_1_NO_Single
6421	FSTL3	P51532_S1382_1_1_NO_Single
6422	FYB1	P51532_S1382_1_1_NO_Single
6423	GDPD1	P51532_S1382_1_1_NO_Single
6424	FGFR2	Q13263_S473_1_1_YES_Single
6425	RB1	P51532_S1382_1_1_NO_Single
6426	KIAA0319	P51532_S1382_1_1_NO_Single
6427	GSK3B	Q13263_S473_1_1_YES_Single
6428	KLHDC10	Q13263_S473_1_1_YES_Single
6429	DNAH7	P51532_S1382_1_1_NO_Single
6430	CUL3	Q13263_S473_1_1_YES_Single
6431	BRF1	Q13263_S473_1_1_YES_Single
6432	HMCN1	P51532_S1382_1_1_NO_Single
6433	GALK2	P51532_S1382_1_1_NO_Single
6434	P2RX4	P51532_S1382_1_1_NO_Single
6435	MMAA	Q13263_S473_1_1_YES_Single
6436	EIF1AX	P51532_S1382_1_1_NO_Single
6437	RSBN1L	P51532_S1382_1_1_NO_Single
6438	IRAG1	P51532_S1382_1_1_NO_Single
6439	HACD1	P51532_S1382_1_1_NO_Single
6440	PARP11	P51532_S1382_1_1_NO_Single
6441	FAM50B	P51532_S1382_1_1_NO_Single
6442	RNF44	P51532_S1382_1_1_NO_Single
6443	ZBTB45	P51532_S1382_1_1_NO_Single
6444	UBE2D1	P51532_S1382_1_1_NO_Single
6445	IGFBP5	P51532_S1382_1_1_NO_Single
6446	SLC48A1	P51532_S1382_1_1_NO_Single
6447	PLA2G4A	P51532_S1382_1_1_NO_Single
6448	RAB3B	Q13263_S473_1_1_YES_Single
6449	ZNF512	P51532_S1382_1_1_NO_Single
6450	GATAD1	P51532_S1382_1_1_NO_Single
6451	TMEM192	P51532_S1382_1_1_NO_Single
6452	GALM	P51532_S1382_1_1_NO_Single
6453	NEK9	P51532_S1382_1_1_NO_Single
6454	SYCE2	P51532_S1382_1_1_NO_Single
6455	JMJD1C	P51532_S1382_1_1_NO_Single
6456	RAD23B	P51532_S1382_1_1_NO_Single
6457	AP1S1	P51532_S1382_1_1_NO_Single
6458	TUT4	P51532_S1382_1_1_NO_Single
6459	SSBP4	P51532_S1382_1_1_NO_Single
6460	ARSB	P51532_S1382_1_1_NO_Single
6461	GALNT1	P51532_S1382_1_1_NO_Single
6462	FKBP3	P51532_S1382_1_1_NO_Single
6463	BACH2	P51532_S1382_1_1_NO_Single
6464	TOGARAM1	P51532_S1382_1_1_NO_Single
6465	DPF3	P51532_S1382_1_1_NO_Single
6466	ZKSCAN1	P51532_S1382_1_1_NO_Single
6467	ARRB1	P51532_S1382_1_1_NO_Single
6468	DACT1	Q13263_S473_1_1_YES_Single
6469	ELOVL2	P51532_S1382_1_1_NO_Single
6470	IGSF3	Q13263_S473_1_1_YES_Single
6471	NIF3L1	P51532_S1382_1_1_NO_Single
6472	NFYA	P51532_S1382_1_1_NO_Single
6473	TMEM11	P51532_S1382_1_1_NO_Single
6474	CDC42EP1	P51532_S1382_1_1_NO_Single
6475	CARD6	P51532_S1382_1_1_NO_Single
6476	RAB10	P51532_S1382_1_1_NO_Single
6477	CDR2	P51532_S1382_1_1_NO_Single
6478	MPC1	P51532_S1382_1_1_NO_Single
6479	DHX9	P51532_S1382_1_1_NO_Single
6480	CTBP2	P51532_S1382_1_1_NO_Single
6481	STXBP1	P51532_S1382_1_1_NO_Single
6482	DENND2B	P51532_S1382_1_1_NO_Single
6483	RAB7A	Q13263_S473_1_1_YES_Single
6484	SERP1	P51532_S1382_1_1_NO_Single
6485	PSMD14	P51532_S1382_1_1_NO_Single
6486	SH3RF2	P51532_S1382_1_1_NO_Single
6487	DDX10	P51532_S1382_1_1_NO_Single
6488	RNPC3	P51532_S1382_1_1_NO_Single
6489	SIPA1	P51532_S1382_1_1_NO_Single
6490	CD163L1	Q13263_S473_1_1_YES_Single
6491	MAP3K14	P51532_S1382_1_1_NO_Single
6492	ZNF420	P51532_S1382_1_1_NO_Single
6493	NELFCD	P51532_S1382_1_1_NO_Single
6494	RASSF4	Q13263_S473_1_1_YES_Single
6495	LAIR1	P51532_S1382_1_1_NO_Single
6496	SLC6A12	P51532_S1382_1_1_NO_Single
6497	MMP25	P51532_S1382_1_1_NO_Single
6498	TARS3	P51532_S1382_1_1_NO_Single
6499	SURF6	P51532_S1382_1_1_NO_Single
6500	WDR11	P51532_S1382_1_1_NO_Single
6501	CX3CL1	P51532_S1382_1_1_NO_Single
6502	EPGN	P51532_S1382_1_1_NO_Single
6503	SNX10	P51532_S1382_1_1_NO_Single
6504	MREG	Q13263_S473_1_1_YES_Single
6505	KIAA0586	P51532_S1382_1_1_NO_Single
6506	IL17RD	Q13263_S473_1_1_YES_Single
6507	MYC	P51532_S1382_1_1_NO_Single
6508	RPS10	P51532_S1382_1_1_NO_Single
6509	SCAMP1	P51532_S1382_1_1_NO_Single
6510	SHROOM4	P51532_S1382_1_1_NO_Single
6511	ZBTB17	P51532_S1382_1_1_NO_Single
6512	TMEM87B	P51532_S1382_1_1_NO_Single
6513	ZNF691	P51532_S1382_1_1_NO_Single
6514	PTAFR	P51532_S1382_1_1_NO_Single
6515	ZNF558	Q13263_S473_1_1_YES_Single
6516	GRAMD1B	Q13263_S473_1_1_YES_Single
6517	RNF10	P51532_S1382_1_1_NO_Single
6518	RFX7	Q13263_S473_1_1_YES_Single
6519	DYRK1A	Q13263_S473_1_1_YES_Single
6520	ZNF493	P51532_S1382_1_1_NO_Single
6521	TFEB	P51532_S1382_1_1_NO_Single
6522	RPS6KA5	P51532_S1382_1_1_NO_Single
6523	ZBTB2	P51532_S1382_1_1_NO_Single
6524	KIF21A	P51532_S1382_1_1_NO_Single
6525	BTN2A2	P51532_S1382_1_1_NO_Single
6526	TLNRD1	P51532_S1382_1_1_NO_Single
6527	EXOSC7	P51532_S1382_1_1_NO_Single
6528	CUL4A	P51532_S1382_1_1_NO_Single
6529	COMMD10	P51532_S1382_1_1_NO_Single
6530	RELCH	P51532_S1382_1_1_NO_Single
6531	DDX21	P51532_S1382_1_1_NO_Single
6532	TFAP2E	P51532_S1382_1_1_NO_Single
6533	KRT18	P51532_S1382_1_1_NO_Single
6534	MIDEAS	P51532_S1382_1_1_NO_Single
6535	MAP3K2	P51532_S1382_1_1_NO_Single
6536	DENND5B	Q13263_S473_1_1_YES_Single
6537	CD226	P51532_S1382_1_1_NO_Single
6538	GABARAP	P67809_S165_1_1_NO_Single
6539	XKR6	P51532_S1382_1_1_NO_Single
6540	NLRP1	P51532_S1382_1_1_NO_Single
6541	SLC47A2	Q13263_S473_1_1_YES_Single
6542	INPP5B	P51532_S1382_1_1_NO_Single
6543	TMEM43	P51532_S1382_1_1_NO_Single
6544	RBMS1	P51532_S1382_1_1_NO_Single
6545	EPM2AIP1	P51532_S1382_1_1_NO_Single
